Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,Weekday,Quarter
2022-02-03,0,14,0,3,249,123,179,138.64,26.02,20,3,0,22.11,3,2022,2,3,3,1
2022-02-03,0,15,3,3,367,39,41,52.87,24.59,15,3,0,21.79,1,2022,2,3,3,1
2022-02-03,0,16,4,3,306,227,22,217.24,46.55,0,3,1,48.69,1,2022,2,3,3,1
2022-02-03,0,17,2,3,260,181,79,182.44,81.88,15,2,0,79.47,1,2022,2,3,3,1
2022-02-03,0,18,2,0,128,44,27,59.43,59.53,10,3,1,58.77,0,2022,2,3,3,1
2022-02-03,0,19,2,2,198,70,100,75.51,80.47,10,3,1,78.8,0,2022,2,3,3,1
2022-02-03,1,0,1,0,128,13,181,22.9,70.8,10,1,0,75.6,1,2022,2,3,3,1
2022-02-03,1,1,4,0,60,38,83,37.15,45.72,5,2,0,41.01,0,2022,2,3,3,1
2022-02-03,1,2,1,3,169,72,106,84.37,31.49,0,3,1,33.57,3,2022,2,3,3,1
2022-02-03,1,3,1,2,329,241,169,254.71,87.38,10,3,0,88.64,0,2022,2,3,3,1
2022-02-03,1,4,1,0,258,163,140,177.38,53.35,0,2,0,51.4,2,2022,2,3,3,1
2022-02-03,1,5,2,2,151,140,165,130.48,64.45,0,0,1,63.81,3,2022,2,3,3,1
2022-02-03,1,6,0,1,113,84,76,101.42,92.71,5,2,0,91.32,0,2022,2,3,3,1
2022-02-03,1,7,4,0,463,203,136,202.5,62.43,20,1,0,67.0,1,2022,2,3,3,1
2022-02-03,1,8,4,1,91,35,194,46.61,72.33,0,2,1,70.4,2,2022,2,3,3,1
2022-02-03,1,9,0,1,157,128,199,144.37,45.55,20,0,1,43.32,0,2022,2,3,3,1
2022-02-03,1,10,4,0,369,131,128,133.32,30.52,0,3,1,25.56,2,2022,2,3,3,1
2022-02-03,1,11,0,2,403,244,20,252.82,97.95,0,1,1,96.09,1,2022,2,3,3,1
2022-02-03,1,12,3,0,438,33,29,23.05,52.77,20,3,1,55.76,0,2022,2,3,3,1
2022-02-03,1,13,4,3,112,73,49,73.64,26.62,15,3,1,28.73,0,2022,2,3,3,1
2022-02-03,1,14,2,1,293,203,128,209.04,72.69,15,0,1,70.67,0,2022,2,3,3,1
2022-02-03,1,15,2,0,244,237,60,254.36,18.93,10,0,0,22.54,3,2022,2,3,3,1
2022-02-03,1,16,3,1,409,197,147,215.89,46.08,5,3,0,41.93,1,2022,2,3,3,1
2022-02-03,1,17,0,1,368,57,93,63.06,45.12,5,3,0,42.97,1,2022,2,3,3,1
2022-02-03,1,18,2,1,438,69,173,85.47,97.94,20,3,0,101.81,0,2022,2,3,3,1
2022-02-03,1,19,4,1,408,381,181,399.38,10.09,5,3,0,6.37,0,2022,2,3,3,1
2022-02-03,2,0,1,0,433,167,87,183.69,95.64,15,0,1,99.39,2,2022,2,3,3,1
2022-02-03,2,1,1,2,457,344,65,360.4,49.16,0,3,1,44.49,1,2022,2,3,3,1
2022-02-03,2,2,0,3,74,30,112,22.18,45.25,5,1,1,50.2,2,2022,2,3,3,1
2022-02-03,2,3,0,1,351,307,87,317.28,68.43,20,3,0,63.66,1,2022,2,3,3,1
2022-02-03,2,4,1,2,464,175,74,180.4,17.54,20,1,1,16.8,3,2022,2,3,3,1
2022-02-03,2,5,2,3,444,110,39,116.68,12.61,0,2,1,17.57,2,2022,2,3,3,1
2022-02-03,2,6,1,3,203,165,142,176.92,16.58,20,0,1,18.96,3,2022,2,3,3,1
2022-02-03,2,7,3,3,384,281,152,284.86,89.3,0,1,1,85.18,1,2022,2,3,3,1
2022-02-03,2,8,1,0,389,24,192,23.55,18.86,15,3,0,23.18,2,2022,2,3,3,1
2022-02-03,2,9,1,3,123,32,186,37.67,73.08,5,0,0,72.46,3,2022,2,3,3,1
2022-02-03,2,10,2,0,463,27,29,26.71,67.67,10,1,0,70.38,3,2022,2,3,3,1
2022-02-03,2,11,2,1,368,111,124,116.0,65.5,0,2,1,61.75,0,2022,2,3,3,1
2022-02-03,2,12,0,2,161,69,146,75.8,22.49,10,2,0,25.34,3,2022,2,3,3,1
2022-02-03,2,13,1,3,277,190,193,200.56,28.15,15,1,1,29.29,0,2022,2,3,3,1
2022-02-03,2,14,4,3,70,5,111,10.07,55.37,0,2,0,50.47,2,2022,2,3,3,1
2022-02-03,2,15,3,2,80,49,159,45.36,10.61,15,2,1,15.27,3,2022,2,3,3,1
2022-02-03,2,16,4,1,365,344,115,339.07,15.01,0,2,1,16.65,3,2022,2,3,3,1
2022-02-03,2,17,2,0,169,91,158,105.89,33.8,0,3,1,33.17,0,2022,2,3,3,1
2022-02-03,2,18,0,0,277,241,139,249.08,44.55,15,0,0,39.99,3,2022,2,3,3,1
2022-02-03,2,19,3,3,212,198,41,191.1,63.38,0,1,1,66.06,1,2022,2,3,3,1
2022-02-03,3,0,4,3,58,14,127,10.11,97.63,20,0,0,102.03,3,2022,2,3,3,1
2022-02-03,3,1,1,0,493,440,197,432.27,37.77,5,2,1,40.56,0,2022,2,3,3,1
2022-02-03,3,2,0,2,350,136,96,152.11,15.67,0,0,0,11.95,1,2022,2,3,3,1
2022-02-03,3,3,3,0,114,54,164,45.58,85.15,10,2,1,82.42,3,2022,2,3,3,1
2022-02-03,3,4,3,0,294,290,49,297.55,25.48,0,0,0,26.74,0,2022,2,3,3,1
2022-02-03,3,5,0,1,446,322,187,321.95,40.46,10,1,1,42.45,2,2022,2,3,3,1
2022-02-03,3,6,4,3,427,32,172,27.56,88.0,15,3,1,86.45,1,2022,2,3,3,1
2022-02-03,3,7,1,2,176,46,117,40.54,60.5,20,0,0,56.04,3,2022,2,3,3,1
2022-02-03,3,8,3,0,247,237,158,243.14,90.46,5,2,0,87.77,2,2022,2,3,3,1
2022-02-03,3,9,1,0,102,80,141,71.76,45.21,15,1,0,48.41,3,2022,2,3,3,1
2022-02-03,3,10,4,0,223,117,53,119.81,93.11,10,2,1,88.96,1,2022,2,3,3,1
2022-02-03,3,11,1,1,352,97,20,95.34,61.68,20,1,1,62.84,2,2022,2,3,3,1
2022-02-03,3,12,0,2,58,10,153,17.9,99.63,10,3,1,94.86,0,2022,2,3,3,1
2022-02-03,3,13,0,0,309,240,192,241.95,92.44,20,1,1,92.06,0,2022,2,3,3,1
2022-02-03,3,14,4,3,95,78,101,82.78,27.32,5,0,1,23.25,0,2022,2,3,3,1
2022-02-03,3,15,0,1,304,172,127,182.64,56.09,5,3,1,54.31,1,2022,2,3,3,1
2022-02-03,3,16,2,3,62,29,178,39.88,62.11,5,2,1,64.34,2,2022,2,3,3,1
2022-02-03,3,17,4,0,214,109,200,107.78,20.32,20,0,0,15.39,3,2022,2,3,3,1
2022-02-03,3,18,0,1,317,123,125,132.21,18.88,20,0,1,18.16,3,2022,2,3,3,1
2022-02-03,3,19,2,2,125,60,140,79.67,28.91,0,3,0,27.24,1,2022,2,3,3,1
2022-02-03,4,0,3,0,203,195,102,197.29,73.01,10,2,0,68.02,1,2022,2,3,3,1
2022-02-03,4,1,2,3,311,26,22,19.17,88.07,20,2,1,83.71,0,2022,2,3,3,1
2022-02-03,4,2,4,1,407,127,177,143.56,19.81,10,2,1,16.42,3,2022,2,3,3,1
2022-02-03,4,3,1,1,457,9,130,10.32,43.11,15,0,0,38.91,0,2022,2,3,3,1
2022-02-03,4,4,0,1,391,355,149,370.01,42.96,0,0,1,38.03,2,2022,2,3,3,1
2022-02-03,4,5,0,0,310,203,133,203.88,14.87,15,0,1,17.29,3,2022,2,3,3,1
2022-02-03,4,6,4,3,59,57,49,54.28,78.95,10,1,0,82.07,0,2022,2,3,3,1
2022-02-03,4,7,0,1,422,243,80,235.48,96.66,15,0,1,95.66,2,2022,2,3,3,1
2022-02-03,4,8,2,1,408,310,27,316.05,16.44,20,2,0,11.53,1,2022,2,3,3,1
2022-02-03,4,9,2,0,165,86,72,77.1,33.32,20,0,0,37.31,0,2022,2,3,3,1
2022-02-03,4,10,3,0,267,204,59,194.15,95.9,20,1,1,92.67,3,2022,2,3,3,1
2022-02-03,4,11,1,2,412,88,71,83.36,92.74,10,3,1,92.92,0,2022,2,3,3,1
2022-02-03,4,12,0,2,78,69,28,76.17,14.31,15,3,0,14.01,1,2022,2,3,3,1
2022-02-03,4,13,4,0,287,221,32,213.46,24.07,10,0,0,19.99,2,2022,2,3,3,1
2022-02-03,4,14,4,1,107,106,193,111.85,60.88,5,3,0,65.38,0,2022,2,3,3,1
2022-02-03,4,15,1,3,415,123,166,116.07,52.95,20,0,0,56.81,2,2022,2,3,3,1
2022-02-03,4,16,1,0,55,0,171,-4.61,56.36,5,0,0,55.67,3,2022,2,3,3,1
2022-02-03,4,17,2,1,321,15,142,10.32,29.12,10,2,1,27.62,1,2022,2,3,3,1
2022-02-03,4,18,2,2,125,108,123,118.14,95.07,15,1,0,92.13,0,2022,2,3,3,1
2022-02-03,4,19,0,1,170,112,82,124.37,90.19,10,2,0,87.79,2,2022,2,3,3,1
2022-02-04,0,0,2,2,121,25,25,37.72,16.84,15,0,0,12.53,0,2022,2,4,4,1
2022-02-04,0,1,1,2,274,133,139,149.38,82.89,0,1,1,82.41,0,2022,2,4,4,1
2022-02-04,0,2,4,2,99,82,25,95.11,60.45,15,3,1,59.04,0,2022,2,4,4,1
2022-02-04,0,3,3,3,144,43,193,38.71,71.71,5,0,1,72.89,1,2022,2,4,4,1
2022-02-04,0,4,0,2,125,69,90,81.49,40.94,15,2,0,41.48,0,2022,2,4,4,1
2022-02-04,0,5,4,1,61,30,178,41.71,59.1,15,2,0,58.78,1,2022,2,4,4,1
2022-02-04,0,6,3,1,62,22,135,41.2,66.15,15,0,0,69.0,3,2022,2,4,4,1
2022-02-04,0,7,1,0,471,72,174,76.15,53.41,10,3,1,49.25,2,2022,2,4,4,1
2022-02-04,0,8,4,1,219,88,95,90.09,97.54,5,0,1,95.75,3,2022,2,4,4,1
2022-02-04,0,9,3,3,458,114,68,112.85,52.16,10,1,0,52.93,2,2022,2,4,4,1
2022-02-04,0,10,0,1,148,137,41,148.87,62.39,0,1,1,60.74,3,2022,2,4,4,1
2022-02-04,0,11,3,0,334,4,156,7.82,71.02,20,1,0,67.77,2,2022,2,4,4,1
2022-02-04,0,12,0,1,307,199,90,201.96,67.93,10,1,1,63.84,3,2022,2,4,4,1
2022-02-04,0,13,3,2,66,5,144,21.5,38.36,20,0,0,40.23,1,2022,2,4,4,1
2022-02-04,0,14,2,1,247,40,112,46.5,23.35,5,2,1,25.33,3,2022,2,4,4,1
2022-02-04,0,15,0,0,61,24,119,19.67,58.66,20,1,0,62.82,3,2022,2,4,4,1
2022-02-04,0,16,1,0,440,199,143,190.19,39.59,20,3,0,37.44,2,2022,2,4,4,1
2022-02-04,0,17,1,2,447,415,23,431.19,80.64,20,0,0,83.47,0,2022,2,4,4,1
2022-02-04,0,18,2,3,340,290,189,303.63,16.37,5,1,0,18.61,0,2022,2,4,4,1
2022-02-04,0,19,3,1,434,21,41,21.03,66.22,10,0,1,68.34,0,2022,2,4,4,1
2022-02-04,1,0,4,3,183,109,64,119.64,18.54,0,1,1,15.1,2,2022,2,4,4,1
2022-02-04,1,1,0,0,218,119,173,115.67,30.4,10,2,0,29.45,0,2022,2,4,4,1
2022-02-04,1,2,4,0,198,178,125,189.86,50.95,5,1,0,50.26,2,2022,2,4,4,1
2022-02-04,1,3,0,1,263,137,25,135.17,67.0,0,2,0,64.46,2,2022,2,4,4,1
2022-02-04,1,4,0,0,334,17,196,17.42,45.14,10,0,0,40.95,0,2022,2,4,4,1
2022-02-04,1,5,1,1,109,48,130,57.11,76.17,20,2,0,77.4,3,2022,2,4,4,1
2022-02-04,1,6,1,0,164,160,57,156.61,16.95,0,3,1,18.44,1,2022,2,4,4,1
2022-02-04,1,7,3,0,182,108,21,103.22,34.56,10,3,0,38.55,3,2022,2,4,4,1
2022-02-04,1,8,3,3,159,135,155,132.19,15.33,0,2,1,14.26,3,2022,2,4,4,1
2022-02-04,1,9,4,2,497,476,155,487.58,41.08,20,0,0,44.97,2,2022,2,4,4,1
2022-02-04,1,10,2,0,446,303,33,310.4,84.67,20,3,0,86.66,0,2022,2,4,4,1
2022-02-04,1,11,0,2,199,174,134,191.85,49.6,15,1,1,52.45,2,2022,2,4,4,1
2022-02-04,1,12,0,3,151,118,145,115.61,38.21,5,3,1,34.7,1,2022,2,4,4,1
2022-02-04,1,13,2,2,246,31,143,46.25,10.32,5,1,1,12.3,1,2022,2,4,4,1
2022-02-04,1,14,0,2,436,105,23,111.25,88.22,0,1,0,89.69,2,2022,2,4,4,1
2022-02-04,1,15,2,2,52,13,154,16.88,93.78,5,1,1,96.5,0,2022,2,4,4,1
2022-02-04,1,16,0,3,75,48,173,49.11,41.23,0,2,0,42.96,2,2022,2,4,4,1
2022-02-04,1,17,0,3,178,108,169,116.24,89.79,0,1,1,91.33,1,2022,2,4,4,1
2022-02-04,1,18,2,0,183,180,193,196.71,94.13,10,3,1,91.3,3,2022,2,4,4,1
2022-02-04,1,19,1,2,250,96,83,115.69,79.15,15,1,0,75.84,2,2022,2,4,4,1
2022-02-04,2,0,0,2,227,60,183,69.89,96.69,20,3,1,98.76,0,2022,2,4,4,1
2022-02-04,2,1,0,1,153,48,71,55.25,14.93,5,2,1,15.6,1,2022,2,4,4,1
2022-02-04,2,2,4,1,414,39,192,46.54,40.87,10,1,1,44.97,1,2022,2,4,4,1
2022-02-04,2,3,3,1,498,7,107,1.4,69.09,15,0,0,69.55,3,2022,2,4,4,1
2022-02-04,2,4,2,2,468,404,105,410.84,19.95,20,2,1,20.56,1,2022,2,4,4,1
2022-02-04,2,5,0,2,158,104,41,101.97,12.68,5,3,1,9.34,2,2022,2,4,4,1
2022-02-04,2,6,4,2,338,177,156,174.74,94.52,5,0,0,94.09,1,2022,2,4,4,1
2022-02-04,2,7,0,2,373,46,82,58.55,50.57,15,0,0,48.44,3,2022,2,4,4,1
2022-02-04,2,8,3,0,320,251,149,255.4,33.97,10,2,1,36.59,0,2022,2,4,4,1
2022-02-04,2,9,3,1,261,1,82,10.44,98.59,15,3,1,103.42,2,2022,2,4,4,1
2022-02-04,2,10,0,0,86,49,48,60.98,93.26,5,1,1,92.78,0,2022,2,4,4,1
2022-02-04,2,11,4,3,186,142,181,141.85,54.13,0,3,1,49.62,2,2022,2,4,4,1
2022-02-04,2,12,4,1,194,121,21,114.68,13.19,10,2,0,15.91,1,2022,2,4,4,1
2022-02-04,2,13,1,0,407,94,32,111.56,36.38,5,0,1,35.89,1,2022,2,4,4,1
2022-02-04,2,14,3,0,146,32,147,48.99,74.74,20,3,1,71.71,3,2022,2,4,4,1
2022-02-04,2,15,3,3,82,19,139,10.32,33.39,15,2,1,31.7,0,2022,2,4,4,1
2022-02-04,2,16,4,2,381,190,98,191.74,81.13,20,2,0,81.62,3,2022,2,4,4,1
2022-02-04,2,17,2,1,398,113,99,117.14,16.14,10,1,1,19.78,0,2022,2,4,4,1
2022-02-04,2,18,2,0,209,111,147,116.22,31.91,10,2,0,29.43,2,2022,2,4,4,1
2022-02-04,2,19,2,3,215,53,75,63.61,77.58,20,2,1,75.96,3,2022,2,4,4,1
2022-02-04,3,0,0,1,387,341,158,343.36,81.45,15,1,0,77.35,1,2022,2,4,4,1
2022-02-04,3,1,1,1,338,90,112,90.09,23.3,0,1,0,19.78,0,2022,2,4,4,1
2022-02-04,3,2,0,1,136,88,37,98.02,93.43,15,1,1,95.56,1,2022,2,4,4,1
2022-02-04,3,3,4,3,92,35,91,52.77,41.68,20,2,0,43.31,2,2022,2,4,4,1
2022-02-04,3,4,1,2,145,124,86,132.27,52.93,5,3,1,50.52,0,2022,2,4,4,1
2022-02-04,3,5,2,0,268,48,184,57.61,15.13,10,0,1,18.87,2,2022,2,4,4,1
2022-02-04,3,6,4,2,435,358,36,358.54,14.07,5,0,0,10.47,3,2022,2,4,4,1
2022-02-04,3,7,1,2,298,201,162,204.76,93.23,10,1,0,91.21,1,2022,2,4,4,1
2022-02-04,3,8,1,2,488,53,108,49.37,85.94,5,2,0,83.98,2,2022,2,4,4,1
2022-02-04,3,9,2,1,64,8,196,9.87,83.44,10,1,1,85.17,2,2022,2,4,4,1
2022-02-04,3,10,0,0,291,172,143,186.45,88.81,20,2,1,88.1,3,2022,2,4,4,1
2022-02-04,3,11,2,1,434,93,71,112.03,30.68,5,2,0,31.83,2,2022,2,4,4,1
2022-02-04,3,12,1,3,276,28,20,36.18,41.61,20,0,0,46.26,3,2022,2,4,4,1
2022-02-04,3,13,0,2,365,348,125,340.83,92.32,5,3,1,93.64,1,2022,2,4,4,1
2022-02-04,3,14,0,1,452,62,125,58.79,21.21,10,2,0,25.73,2,2022,2,4,4,1
2022-02-04,3,15,0,3,64,33,53,33.98,74.07,20,3,1,78.84,3,2022,2,4,4,1
2022-02-04,3,16,0,3,307,57,123,56.72,98.78,0,0,1,97.7,1,2022,2,4,4,1
2022-02-04,3,17,4,0,415,242,133,234.11,53.64,0,2,1,56.61,0,2022,2,4,4,1
2022-02-04,3,18,1,0,121,79,153,87.92,77.21,20,2,0,80.68,2,2022,2,4,4,1
2022-02-04,3,19,1,0,251,121,26,115.95,67.29,10,3,0,69.23,1,2022,2,4,4,1
2022-02-04,4,0,1,1,191,173,152,172.33,16.35,0,2,1,17.8,0,2022,2,4,4,1
2022-02-04,4,1,4,1,183,145,115,148.23,25.55,5,1,1,25.4,1,2022,2,4,4,1
2022-02-04,4,2,1,2,320,143,165,144.7,78.98,5,2,0,80.33,0,2022,2,4,4,1
2022-02-04,4,3,2,0,494,414,188,430.78,41.05,15,3,1,44.62,2,2022,2,4,4,1
2022-02-04,4,4,1,1,371,368,65,383.76,40.46,0,0,1,44.33,0,2022,2,4,4,1
2022-02-04,4,5,4,0,189,157,169,167.06,27.44,10,2,1,23.41,3,2022,2,4,4,1
2022-02-04,4,6,1,0,206,28,121,43.74,76.25,20,0,1,74.31,2,2022,2,4,4,1
2022-02-04,4,7,2,2,315,206,127,213.03,18.42,15,2,1,22.75,3,2022,2,4,4,1
2022-02-04,4,8,4,1,86,77,71,86.15,11.01,0,1,0,11.23,3,2022,2,4,4,1
2022-02-04,4,9,0,1,94,79,99,70.69,40.37,0,1,0,41.88,1,2022,2,4,4,1
2022-02-04,4,10,1,1,239,131,129,139.56,16.93,5,0,1,13.13,3,2022,2,4,4,1
2022-02-04,4,11,0,3,497,168,107,170.8,81.27,10,3,1,84.75,0,2022,2,4,4,1
2022-02-04,4,12,0,0,188,122,110,140.55,21.42,10,0,1,20.82,1,2022,2,4,4,1
2022-02-04,4,13,3,2,393,387,168,378.38,60.48,5,2,0,62.95,2,2022,2,4,4,1
2022-02-04,4,14,3,0,223,140,42,156.56,60.87,5,0,1,57.59,2,2022,2,4,4,1
2022-02-04,4,15,3,0,149,47,122,49.26,55.54,0,0,1,59.25,3,2022,2,4,4,1
2022-02-04,4,16,3,2,456,386,143,376.57,81.11,20,2,1,78.7,1,2022,2,4,4,1
2022-02-04,4,17,3,0,115,45,123,49.43,69.83,15,0,1,73.3,2,2022,2,4,4,1
2022-02-04,4,18,2,0,330,175,74,166.44,98.15,15,2,1,99.18,1,2022,2,4,4,1
2022-02-04,4,19,3,2,251,196,47,188.8,68.42,0,3,0,66.64,0,2022,2,4,4,1
2022-02-05,0,0,3,2,458,350,182,362.43,51.44,15,2,0,51.54,2,2022,2,5,5,1
2022-02-05,0,1,0,1,332,289,80,289.38,75.69,20,3,1,76.69,0,2022,2,5,5,1
2022-02-05,0,2,3,3,357,335,154,341.52,39.75,15,1,1,40.04,3,2022,2,5,5,1
2022-02-05,0,3,1,2,361,270,148,267.3,85.83,20,0,1,88.65,3,2022,2,5,5,1
2022-02-05,0,4,4,2,325,191,104,205.57,63.89,10,1,0,65.78,0,2022,2,5,5,1
2022-02-05,0,5,4,1,215,39,123,45.57,27.61,5,2,0,27.7,0,2022,2,5,5,1
2022-02-05,0,6,4,3,437,236,26,234.42,27.66,15,0,1,27.37,2,2022,2,5,5,1
2022-02-05,0,7,4,1,375,280,140,292.16,34.08,20,2,1,33.71,1,2022,2,5,5,1
2022-02-05,0,8,0,0,457,15,53,9.75,80.6,20,0,1,85.32,0,2022,2,5,5,1
2022-02-05,0,9,3,1,227,2,75,5.54,98.15,20,0,1,93.43,1,2022,2,5,5,1
2022-02-05,0,10,4,1,51,5,181,11.64,80.73,15,1,1,83.36,3,2022,2,5,5,1
2022-02-05,0,11,1,0,342,260,166,273.74,37.1,0,3,0,42.09,0,2022,2,5,5,1
2022-02-05,0,12,1,0,258,54,140,71.89,70.03,0,3,1,67.05,3,2022,2,5,5,1
2022-02-05,0,13,4,3,304,152,102,151.88,90.28,5,3,0,93.46,1,2022,2,5,5,1
2022-02-05,0,14,3,1,243,164,125,160.64,73.16,20,2,0,68.88,1,2022,2,5,5,1
2022-02-05,0,15,1,1,480,389,56,400.65,39.11,15,2,1,36.35,3,2022,2,5,5,1
2022-02-05,0,16,2,3,303,95,67,88.31,47.47,20,2,1,45.51,2,2022,2,5,5,1
2022-02-05,0,17,4,3,423,286,133,287.55,99.84,5,3,1,99.44,3,2022,2,5,5,1
2022-02-05,0,18,4,2,279,136,105,138.31,95.57,5,2,1,96.67,2,2022,2,5,5,1
2022-02-05,0,19,4,1,251,209,31,207.55,91.98,15,1,1,90.67,0,2022,2,5,5,1
2022-02-05,1,0,0,0,215,111,128,108.95,59.5,0,0,0,58.89,1,2022,2,5,5,1
2022-02-05,1,1,3,1,377,244,60,241.69,13.82,5,2,1,12.47,0,2022,2,5,5,1
2022-02-05,1,2,1,1,58,33,83,32.03,53.91,5,2,0,49.96,2,2022,2,5,5,1
2022-02-05,1,3,2,3,145,105,59,118.43,19.96,5,0,1,19.17,1,2022,2,5,5,1
2022-02-05,1,4,2,1,415,276,134,291.42,56.11,5,0,1,53.01,2,2022,2,5,5,1
2022-02-05,1,5,2,0,375,23,52,13.12,86.42,0,1,1,88.97,0,2022,2,5,5,1
2022-02-05,1,6,0,0,492,468,44,463.78,95.94,15,1,0,93.87,3,2022,2,5,5,1
2022-02-05,1,7,0,2,468,275,157,280.43,53.78,20,0,0,50.57,1,2022,2,5,5,1
2022-02-05,1,8,4,0,154,145,47,160.2,83.54,10,1,0,81.45,0,2022,2,5,5,1
2022-02-05,1,9,1,1,201,62,93,67.5,52.2,15,1,1,56.07,2,2022,2,5,5,1
2022-02-05,1,10,1,1,319,254,47,270.31,14.7,0,0,0,17.69,0,2022,2,5,5,1
2022-02-05,1,11,3,1,421,176,101,191.95,11.97,15,3,0,12.82,1,2022,2,5,5,1
2022-02-05,1,12,1,3,174,30,27,20.81,74.17,0,3,0,78.52,2,2022,2,5,5,1
2022-02-05,1,13,4,0,268,88,186,97.32,86.19,20,0,0,84.52,1,2022,2,5,5,1
2022-02-05,1,14,2,2,393,370,142,386.62,65.35,20,2,1,67.15,1,2022,2,5,5,1
2022-02-05,1,15,1,0,215,162,113,161.85,47.6,0,0,0,47.47,3,2022,2,5,5,1
2022-02-05,1,16,2,0,180,52,146,59.82,67.6,0,1,1,66.94,0,2022,2,5,5,1
2022-02-05,1,17,0,1,465,408,75,419.75,24.26,20,2,0,26.11,1,2022,2,5,5,1
2022-02-05,1,18,1,2,364,239,142,232.73,60.78,15,0,0,61.88,1,2022,2,5,5,1
2022-02-05,1,19,0,0,430,89,44,93.47,84.78,10,0,1,86.01,1,2022,2,5,5,1
2022-02-05,2,0,2,1,140,118,105,119.5,88.16,5,1,0,87.99,3,2022,2,5,5,1
2022-02-05,2,1,3,2,386,175,160,193.14,11.44,20,0,1,9.09,0,2022,2,5,5,1
2022-02-05,2,2,4,0,417,219,143,234.2,28.39,10,0,0,23.7,1,2022,2,5,5,1
2022-02-05,2,3,0,2,362,87,65,88.62,46.98,20,3,1,47.17,1,2022,2,5,5,1
2022-02-05,2,4,3,1,60,54,168,51.68,44.97,5,2,0,43.52,1,2022,2,5,5,1
2022-02-05,2,5,0,3,468,347,196,365.21,52.72,20,1,0,53.16,1,2022,2,5,5,1
2022-02-05,2,6,4,1,217,92,200,90.44,28.63,10,0,1,31.21,3,2022,2,5,5,1
2022-02-05,2,7,2,0,251,31,136,27.31,34.81,15,0,1,30.58,3,2022,2,5,5,1
2022-02-05,2,8,0,1,401,297,188,288.67,30.4,5,2,1,30.7,0,2022,2,5,5,1
2022-02-05,2,9,4,1,500,236,110,247.13,77.52,20,0,1,74.41,1,2022,2,5,5,1
2022-02-05,2,10,2,1,300,169,112,166.28,84.4,15,1,0,88.62,3,2022,2,5,5,1
2022-02-05,2,11,3,0,92,74,159,77.25,69.98,0,3,1,68.31,0,2022,2,5,5,1
2022-02-05,2,12,4,2,130,119,71,128.53,60.79,0,1,0,64.31,0,2022,2,5,5,1
2022-02-05,2,13,3,1,158,30,97,46.26,86.81,15,1,1,89.26,3,2022,2,5,5,1
2022-02-05,2,14,0,0,474,83,112,84.98,69.29,15,1,0,65.89,3,2022,2,5,5,1
2022-02-05,2,15,0,0,424,79,194,97.51,46.44,5,1,1,45.56,2,2022,2,5,5,1
2022-02-05,2,16,2,2,52,31,159,46.85,88.36,10,1,0,89.96,0,2022,2,5,5,1
2022-02-05,2,17,1,2,339,318,193,319.7,90.58,5,0,1,87.68,2,2022,2,5,5,1
2022-02-05,2,18,2,1,297,79,121,98.48,57.85,10,1,0,57.94,3,2022,2,5,5,1
2022-02-05,2,19,0,0,150,86,198,80.77,72.52,20,1,0,77.45,2,2022,2,5,5,1
2022-02-05,3,0,3,0,53,11,186,7.25,40.6,15,3,1,45.11,1,2022,2,5,5,1
2022-02-05,3,1,3,1,163,113,140,105.72,42.68,20,0,0,41.21,2,2022,2,5,5,1
2022-02-05,3,2,3,1,425,55,77,71.3,65.83,20,1,0,64.75,1,2022,2,5,5,1
2022-02-05,3,3,2,2,144,106,89,115.41,49.11,5,2,1,52.05,2,2022,2,5,5,1
2022-02-05,3,4,1,0,275,124,157,142.25,74.48,15,0,0,76.55,3,2022,2,5,5,1
2022-02-05,3,5,3,2,72,19,138,19.38,36.19,20,2,1,39.51,3,2022,2,5,5,1
2022-02-05,3,6,2,0,351,292,51,296.75,86.04,15,2,0,83.5,3,2022,2,5,5,1
2022-02-05,3,7,1,0,468,292,70,291.85,42.93,0,1,0,47.37,1,2022,2,5,5,1
2022-02-05,3,8,1,0,371,5,129,-0.24,20.75,10,2,1,24.25,2,2022,2,5,5,1
2022-02-05,3,9,0,2,482,459,165,454.78,32.17,10,0,1,35.04,0,2022,2,5,5,1
2022-02-05,3,10,0,0,388,264,37,273.71,35.98,5,1,1,40.06,3,2022,2,5,5,1
2022-02-05,3,11,1,1,150,38,110,28.03,17.16,10,1,1,14.45,2,2022,2,5,5,1
2022-02-05,3,12,1,0,89,39,160,33.67,93.15,20,2,0,88.23,1,2022,2,5,5,1
2022-02-05,3,13,0,2,146,60,194,65.41,40.48,5,0,0,38.23,0,2022,2,5,5,1
2022-02-05,3,14,1,3,367,353,126,370.92,58.81,20,1,1,61.25,3,2022,2,5,5,1
2022-02-05,3,15,0,2,240,67,77,83.54,66.81,5,3,0,70.7,0,2022,2,5,5,1
2022-02-05,3,16,0,1,115,18,84,13.99,44.18,0,1,1,41.76,2,2022,2,5,5,1
2022-02-05,3,17,3,0,361,158,195,155.15,44.97,10,2,0,47.56,0,2022,2,5,5,1
2022-02-05,3,18,4,1,127,20,30,35.98,30.95,5,0,1,33.86,2,2022,2,5,5,1
2022-02-05,3,19,2,0,235,5,184,-0.36,30.21,0,1,0,33.21,1,2022,2,5,5,1
2022-02-05,4,0,2,1,63,10,94,12.47,46.96,0,0,0,42.24,2,2022,2,5,5,1
